filename,label,chroma_stft_mean,rms_mean,spectral_centroid_mean,spectral_bandwidth_mean,rolloff_mean,zero_crossing_rate_mean,tempo,energy,danceability,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc20_mean
blues.00000.wav,blues,0.354901424590337,0.1072347139765763,2079.5377076201385,2324.1453741534447,4018.0463188468325,0.0814879456457623,117.63370252405913,0.6113947783322328,0.7176526651684741,-148.37231986924212,118.60974692156262,-11.397189260710771,30.725886814698104,-10.739840733973393,9.825246502460901,-9.686862587722917,6.961506638996728,-4.057258002214178,5.275927773436367,-8.236911104005873,10.396946306764661,-3.677328901459607,5.202584614063771,-6.274244558640371,2.366851826424452,-1.6672322308704017,-0.4529807322669086,0.12709405503701587,0.19808393024358506
blues.00001.wav,blues,0.33124918750620175,0.09796586775541206,2320.4556369017873,2047.570499547172,3729.801174865435,0.09733817368154785,95.23325080023181,0.5667090876003805,0.5591411843068804,-153.9845581466953,120.59058370760737,-7.784600260013769,30.51410484356991,-5.346944847164721,14.096688913232134,-12.435565971102282,7.840467374815875,-6.381916312879363,11.171366678656748,-2.9691451312946158,0.7108795339117986,-2.027748091815615,3.8447531587510504,-4.030766000917876,5.835028866522604,1.0929985674878528,5.7938403573485955,-3.5176525696679155,1.0723628724463563
blues.00002.wav,blues,0.3499379029421069,0.12951090254244718,1854.165152430942,2016.581384200513,3712.78275909789,0.06705690063878994,111.50020657915358,0.6584992022856659,0.7145252685928092,-146.98940130632394,121.0849080751429,-11.935359263815373,31.084186816525243,-0.3858903006020924,14.892521882670145,-3.306069032557981,2.1407646877307673,-2.5342924868743286,8.261141204714514,-4.897022051397602,6.275282329606507,-8.962706743802679,4.340984336487464,-0.9286622854647608,8.433682134224547,-3.554810654820942,0.5745191913204373,-2.5052711307536097,4.746206353106222
blues.00003.wav,blues,0.34986253328979056,0.09940479592465923,2052.653486622671,2067.4739588826474,4439.025746686511,0.07446920359183973,102.37870282721785,0.5186313477494274,0.610744388195461,-149.11163916880628,120.78316581653966,-9.984659630072617,29.29623859987456,-9.246112226151244,13.738064031703923,-9.028143549580308,7.593168192335144,-5.483857134998027,9.212152570443616,1.6585577036315904,6.523733438495517,-2.227348827831707,4.776662252701499,-7.756313645897125,3.9204583736523495,-1.8193093701769207,10.389726337455858,-1.5770828943433677,2.9046420270008375
blues.00004.wav,blues,0.3389586469088427,0.08662643924760936,2178.564562903004,2185.347945883619,4376.861181465067,0.07135918817807892,116.22235448748879,0.4378519149766176,0.7651766840180964,-143.42863312257006,117.02839102460794,-11.698893188808317,30.298954095262925,-6.510426962348598,10.348009706801601,-7.794311075581918,6.813088858821685,-3.579222708094455,5.24172729729859,0.6498032150526178,3.650240122991289,-3.9661845486170266,7.44055165210901,-5.692592949301866,4.682379803812388,1.921428262847284,-1.8224497036836826,-0.44609842440308733,2.7796483827452705
blues.00005.wav,blues,0.36345468615331933,0.08526098578243836,1685.9086773831448,2143.9494818110416,4203.944635631615,0.08875739275518815,107.7715856759758,0.4955980222737208,0.7157561311429594,-149.12078258010396,117.8569457459209,-4.4026764665657305,31.42149876273536,-8.573910491607947,16.96966082590149,-10.924045010681965,12.361253811227357,-1.5242132629777876,5.537953044944869,-1.1098716122670345,7.238342780809495,-0.5338195200165301,10.690378947961843,-2.7361643480086117,1.738791506927531,-4.66854328887657,0.5525691451036852,-1.2313051282423126,3.023455924449932
blues.00006.wav,blues,0.3483007239799006,0.12654366498072048,1952.6003783755814,2311.636133888317,4007.370108366715,0.1258025374988443,110.00533878212005,0.48142739548669744,0.6589753955298945,-148.55258275427045,119.32961164402245,-7.857998517723724,31.419712873720634,-5.218486737970618,12.459618845794786,-12.544541674057594,8.660455143798936,-2.430803617029583,8.642281232390612,-7.737216336135964,6.519542777553546,-1.8440478608134896,2.348427691396601,-1.5388246821634164,4.174626155337999,-5.428910893491869,4.07336208104485,0.6823535791047033,5.2491537295258315
blues.00007.wav,blues,0.3716140615610471,0.08244661264085817,1762.4349920169755,2142.706348097559,4279.825082819273,0.09272571529459073,135.82185192523778,0.5956712408554534,0.8661102267286716,-147.1379947095204,121.95417375391739,-10.945807733921036,32.276907661479804,-7.318475643612715,14.289544179779973,-9.456090643487311,10.245622418158968,1.943975700020526,2.3982044222247563,-1.9412194288764595,1.161852386431045,-4.4157955973683,8.266851790902098,-1.8071599427136116,0.7667656662120814,-4.145911127779905,5.038793246804028,-3.1910998951514102,2.6493757687459247
blues.00008.wav,blues,0.3413671551971144,0.09696799304788366,2378.788817865065,2164.105424017242,3391.2000946698377,0.08779681472154142,99.70570828185289,0.6181946667836979,0.6342703691353133,-150.3442093244007,121.51496183694137,-7.4027344174896355,26.39911077883267,-6.003503707522845,13.575164066517132,-9.959987697721136,15.296362720843291,-3.7850548671171333,4.217348136994865,-1.2464141588356719,12.3664685910379,0.09739578165344032,0.4418901021379593,-3.452702218598754,7.800733447559868,-4.123008396856342,4.3314582844386855,1.3239021602880103,-0.780791414734249
blues.00009.wav,blues,0.33821423931814604,0.04517465319861855,1745.122471733142,2004.537732749231,3663.2758863123026,0.10948616955897453,93.55886897631494,0.5147964410642414,0.6573827875254855,-145.67618013280165,115.69241354646168,-6.510508743535121,30.03069918305876,-7.944525953143852,16.386310422789812,-7.40282091327959,8.199349368523617,-4.790593745029943,6.84405920941472,-3.659447964246256,7.98639202356314,1.7580504484360562,1.2865535035194529,4.3991001239688,-1.8562633985675054,-2.4553552851067497,4.764951619453729,-0.1570243967949021,0.13190144053821862
